,Neighborhood,Neighborhood Latitude,Neighborhood Longitude,Venue,Venue Latitude,Venue Longitude,Venue Category
1187,Greater Uptown,29.741004800000002,-95.4610278,H&M,29.7371945,-95.4643967,Clothing Store
1188,Greater Uptown,29.741004800000002,-95.4610278,Royal Sonesta Hotel Houston,29.743967817525398,-95.45839778519833,Hotel
1189,Greater Uptown,29.741004800000002,-95.4610278,JW Marriott Executive Lounge,29.74095565013891,-95.46640808874663,Hotel Bar
1190,Greater Uptown,29.741004800000002,-95.4610278,JW Marriott Houston,29.7410182,-95.4664611,Hotel
1191,Greater Uptown,29.741004800000002,-95.4610278,51fifteen Restaurant and Lounge,29.73974723033242,-95.46562668855752,American Restaurant
1192,Greater Uptown,29.741004800000002,-95.4610278,Grotto Ristorante,29.740495,-95.456781,Italian Restaurant
1193,Greater Uptown,29.741004800000002,-95.4610278,Casa de Montecristo,29.736479780458986,-95.45831680297852,Smoke Shop
1194,Greater Uptown,29.741004800000002,-95.4610278,Nordstrom,29.735874522408228,-95.46420291361547,Women's Store
1195,Greater Uptown,29.741004800000002,-95.4610278,Maggiano's Little Italy,29.745086713833064,-95.46053153857397,Italian Restaurant
1196,Greater Uptown,29.741004800000002,-95.4610278,Zumiez,29.73934136595727,-95.46441137714234,Clothing Store
1197,Greater Uptown,29.741004800000002,-95.4610278,DICK'S Sporting Goods,29.743868991229565,-95.46024316598555,Sporting Goods Shop
1198,Greater Uptown,29.741004800000002,-95.4610278,Nobu,29.739441161687708,-95.46550563435859,Japanese Restaurant
1199,Greater Uptown,29.741004800000002,-95.4610278,Hyatt Regency Houston/Galleria,29.738496998494913,-95.46689005459724,Hotel
1200,Greater Uptown,29.741004800000002,-95.4610278,Banana Republic,29.737804,-95.464051,Clothing Store
1201,Greater Uptown,29.741004800000002,-95.4610278,lululemon athletica,29.737651,-95.464042,Clothing Store
1202,Greater Uptown,29.741004800000002,-95.4610278,Macy's,29.737703,-95.4644579,Department Store
1203,Greater Uptown,29.741004800000002,-95.4610278,Dillard's,29.73953538806795,-95.45979738235474,Department Store
1204,Greater Uptown,29.741004800000002,-95.4610278,River Oaks District,29.74278708403033,-95.453509579883,Shopping Mall
1205,Greater Uptown,29.741004800000002,-95.4610278,adidas Sport Performance,29.7367822,-95.4638973,Sporting Goods Shop
1206,Greater Uptown,29.741004800000002,-95.4610278,Le Peep,29.741346223182695,-95.45575374197763,Breakfast Spot
1207,Greater Uptown,29.741004800000002,-95.4610278,iPic Theaters,29.742455205036666,-95.45357235885365,Movie Theater
1208,Greater Uptown,29.741004800000002,-95.4610278,Amorino,29.743415725882343,-95.45336257592207,Ice Cream Shop
1209,Greater Uptown,29.741004800000002,-95.4610278,Armani Exchange,29.73783870797411,-95.46429425490929,Men's Store
1210,Greater Uptown,29.741004800000002,-95.4610278,Hopdoddy Burger Bar,29.7434256,-95.4536787,Burger Joint
1211,Greater Uptown,29.741004800000002,-95.4610278,GameStop,29.73931646805778,-95.46438932418823,Video Game Store
1212,Greater Uptown,29.741004800000002,-95.4610278,Nordstrom Ebar,29.735797379763195,-95.46441882848745,Coffee Shop
1213,Greater Uptown,29.741004800000002,-95.4610278,Chipotle Mexican Grill,29.739347226058978,-95.46249714413472,Mexican Restaurant
1214,Greater Uptown,29.741004800000002,-95.4610278,Le Colonial,29.74186240759665,-95.45318212274454,French Restaurant
1215,Greater Uptown,29.741004800000002,-95.4610278,Marshalls,29.742184,-95.4623771,Department Store
1216,Greater Uptown,29.741004800000002,-95.4610278,la Madeleine French Bakery & Café Houston Galleria,29.739453,-95.462798,French Restaurant
1217,Greater Uptown,29.741004800000002,-95.4610278,Godiva Chocolatier,29.7368479,-95.4637489,Chocolate Shop
1218,Greater Uptown,29.741004800000002,-95.4610278,North Italia,29.748548219672717,-95.46215433579336,Italian Restaurant
1219,Greater Uptown,29.741004800000002,-95.4610278,Walgreens,29.7409721,-95.4677254,Pharmacy
1220,Greater Uptown,29.741004800000002,-95.4610278,Topshop,29.73949767541862,-95.46457953413177,Women's Store
1221,Greater Uptown,29.741004800000002,-95.4610278,Life Time Tennis and Athletic Galleria,29.73925371149228,-95.46273606103017,Tennis Court
1222,Greater Uptown,29.741004800000002,-95.4610278,The Westin Galleria Houston,29.7383844,-95.4646525,Hotel
1223,Greater Uptown,29.741004800000002,-95.4610278,Steak 48,29.74146,-95.45262,Steakhouse
1224,Greater Uptown,29.741004800000002,-95.4610278,Nordstrom Houston Galleria,29.735917705459496,-95.46420326175895,Clothing Store
1225,Greater Uptown,29.741004800000002,-95.4610278,Equinox River Oaks,29.74168,-95.452718,Gym
1226,Greater Uptown,29.741004800000002,-95.4610278,Fig & Olive,29.7396815,-95.4656491,Food Service
1227,Greater Uptown,29.741004800000002,-95.4610278,The Capital Grille,29.739195331350157,-95.46977931279294,American Restaurant
1228,Greater Uptown,29.741004800000002,-95.4610278,Truluck's,29.739954433875912,-95.46986153105381,Seafood Restaurant
1229,Greater Uptown,29.741004800000002,-95.4610278,Seasons 52,29.741548153618197,-95.45213211702557,New American Restaurant
1230,Greater Uptown,29.741004800000002,-95.4610278,Bazille,29.735852609337627,-95.46434202602168,New American Restaurant
1231,Greater Uptown,29.741004800000002,-95.4610278,Zara,29.739190136802872,-95.46363163205233,Clothing Store
1232,Greater Uptown,29.741004800000002,-95.4610278,Sage 400 Japanese Cuisine,29.737758626190804,-95.46758117761921,Sushi Restaurant
1233,Greater Uptown,29.741004800000002,-95.4610278,Whole Foods Market,29.749479791687545,-95.46163506664445,Grocery Store
1234,Greater Uptown,29.741004800000002,-95.4610278,Robbins Brothers,29.745828,-95.4562196,Construction & Landscaping
1235,Greater Uptown,29.741004800000002,-95.4610278,Five Guys,29.749324,-95.4601403,Burger Joint
1236,Greater Uptown,29.741004800000002,-95.4610278,Earthcraft Juicery,29.742586,-95.450582,Juice Bar
1237,Greater Uptown,29.741004800000002,-95.4610278,Hollister Co.,29.73931845665188,-95.46294601575975,Clothing Store
1238,Greater Uptown,29.741004800000002,-95.4610278,Hyatt Place Houston/Galleria,29.73813697098583,-95.46818488718405,Hotel
1239,Greater Uptown,29.741004800000002,-95.4610278,Eloise Nichols Grill & Liquors,29.742317120314993,-95.4503381693547,Comfort Food Restaurant
1240,Greater Uptown,29.741004800000002,-95.4610278,Adair Kitchen,29.74896594,-95.46655602,New American Restaurant
1241,Greater Uptown,29.741004800000002,-95.4610278,Rise nº2,29.750079117214003,-95.46267218924055,French Restaurant
1242,Greater Uptown,29.741004800000002,-95.4610278,Target,29.74507658164775,-95.45362958238226,Big Box Store
1243,Greater Uptown,29.741004800000002,-95.4610278,Total Wine & More,29.751325699382097,-95.46231890674585,Wine Shop
1244,Greater Uptown,29.741004800000002,-95.4610278,Masraff's,29.74815944639739,-95.46115064958202,New American Restaurant
1245,Greater Uptown,29.741004800000002,-95.4610278,Daily Grill,29.738573,-95.464674,American Restaurant
1246,Greater Uptown,29.741004800000002,-95.4610278,Toulouse Café and Bar,29.741911,-95.453213,French Restaurant
1247,Greater Uptown,29.741004800000002,-95.4610278,H.S. Green,29.73247446916538,-95.46402630980873,Restaurant
1248,Greater Uptown,29.741004800000002,-95.4610278,Madewell,29.737762,-95.464511,Women's Store
1249,Greater Uptown,29.741004800000002,-95.4610278,The Tuck Room,29.742441876606765,-95.45357288822663,Speakeasy
1250,Greater Uptown,29.741004800000002,-95.4610278,Pinkberry,29.73746,-95.464226,Frozen Yogurt Shop
1251,Washington Avenue Coalition / Memorial Park,29.7770697,-95.4354935,Memorial Park Tennis Center,29.77634927162611,-95.435042600186,Tennis Court
1252,Washington Avenue Coalition / Memorial Park,29.7770697,-95.4354935,Memorial Park Golf Course,29.773526950520534,-95.43286768648154,Golf Course
1253,Washington Avenue Coalition / Memorial Park,29.7770697,-95.4354935,Memorial Park Stretching Area,29.776300381147397,-95.43406478525682,Park
1254,Washington Avenue Coalition / Memorial Park,29.7770697,-95.4354935,Memorial Park 3 Mile Trail,29.77096817319442,-95.43547694060493,Trail
1255,Washington Avenue Coalition / Memorial Park,29.7770697,-95.4354935,Memorial Park Playground,29.772318859525875,-95.43105151021722,Playground
1256,Washington Avenue Coalition / Memorial Park,29.7770697,-95.4354935,Becks Prime Memorial Park,29.773268531785273,-95.43333514864393,Burger Joint
1257,Washington Avenue Coalition / Memorial Park,29.7770697,-95.4354935,Canyon Creek,29.77502676424428,-95.42769891800711,American Restaurant
1258,Washington Avenue Coalition / Memorial Park,29.7770697,-95.4354935,Down The Street,29.779125439948384,-95.42609311010638,Cocktail Bar
1259,Washington Avenue Coalition / Memorial Park,29.7770697,-95.4354935,Hampton Inn & Suites,29.77830114424895,-95.42832165956503,Hotel
1260,Washington Avenue Coalition / Memorial Park,29.7770697,-95.4354935,Finish Strong Sports,29.775687153504073,-95.42684744354959,Sporting Goods Shop
1261,Washington Avenue Coalition / Memorial Park,29.7770697,-95.4354935,Memorial Park,29.767655647665684,-95.44252395629883,Park
1262,Washington Avenue Coalition / Memorial Park,29.7770697,-95.4354935,Houston SPCA,29.77970210459009,-95.44197224434747,Animal Shelter
1263,Washington Avenue Coalition / Memorial Park,29.7770697,-95.4354935,Memorial Park,29.766079839995047,-95.43122033547337,Park
1264,Washington Avenue Coalition / Memorial Park,29.7770697,-95.4354935,Pho-jita,29.782130916587196,-95.4359681074414,Food Truck
1265,Washington Avenue Coalition / Memorial Park,29.7770697,-95.4354935,Memorial Park Mountain Bike Trails,29.76484622074216,-95.43632625254656,Trail
1266,Washington Avenue Coalition / Memorial Park,29.7770697,-95.4354935,Memorial Park Driving Range,29.773678521443244,-95.43299637199914,Golf Driving Range
1267,Washington Avenue Coalition / Memorial Park,29.7770697,-95.4354935,AGU Ramen Bistro,29.778262102003932,-95.42995158344252,Asian Restaurant
1268,Washington Avenue Coalition / Memorial Park,29.7770697,-95.4354935,"REVOLVER ""A BOURBON Social""",29.776150749263575,-95.42715723489384,Bar
1269,Washington Avenue Coalition / Memorial Park,29.7770697,-95.4354935,Memorial Park Cycling Route,29.764751511182222,-95.44024496439526,Trail
1270,Washington Avenue Coalition / Memorial Park,29.7770697,-95.4354935,The Blue Fish on Washington,29.7713169567298,-95.42094498862201,Sushi Restaurant
1271,Washington Avenue Coalition / Memorial Park,29.7770697,-95.4354935,Starbucks,29.772607695369643,-95.42467948064153,Coffee Shop
1272,Washington Avenue Coalition / Memorial Park,29.7770697,-95.4354935,The Classic All-Day,29.771176573272093,-95.42138696437725,American Restaurant
1273,Washington Avenue Coalition / Memorial Park,29.7770697,-95.4354935,Memorial Park Fitness Center,29.77018616555514,-95.42901890204867,Gym
1274,Washington Avenue Coalition / Memorial Park,29.7770697,-95.4354935,Ho Chi Minh: Memorial Park Mountain Bike Trails,29.76516669989553,-95.4447381814732,Other Great Outdoors
1275,Washington Avenue Coalition / Memorial Park,29.7770697,-95.4354935,The Union Kitchen,29.77088758753746,-95.42291175845266,Restaurant
1276,Washington Avenue Coalition / Memorial Park,29.7770697,-95.4354935,Shipley Do-Nuts,29.771547,-95.423867,Donut Shop
1277,Washington Avenue Coalition / Memorial Park,29.7770697,-95.4354935,The Houston Polo Club,29.77710342134983,-95.4508432212786,Sports Club
1278,Washington Avenue Coalition / Memorial Park,29.7770697,-95.4354935,Cohn Corner Store,29.779663170334945,-95.42226815878007,Convenience Store
1279,Washington Avenue Coalition / Memorial Park,29.7770697,-95.4354935,Cactus Cove,29.788970055411156,-95.43664178209579,Bar
1280,Washington Avenue Coalition / Memorial Park,29.7770697,-95.4354935,Hertz,29.78337860107422,-95.44319152832031,Rental Car Location
1281,Washington Avenue Coalition / Memorial Park,29.7770697,-95.4354935,Country Kitchen,29.788755416870117,-95.4366683959961,American Restaurant
1282,Washington Avenue Coalition / Memorial Park,29.7770697,-95.4354935,IHOP,29.77652052100402,-95.42729648420942,Breakfast Spot
1283,Washington Avenue Coalition / Memorial Park,29.7770697,-95.4354935,Bubbas Sports Bar,29.773125395238715,-95.42512289640763,Sports Bar
1284,Washington Avenue Coalition / Memorial Park,29.7770697,-95.4354935,McDonald's,29.77549125498483,-95.42728834230729,Fast Food Restaurant
1285,Washington Avenue Coalition / Memorial Park,29.7770697,-95.4354935,The Gym At Silver Eagle,29.77995026102923,-95.43730520751404,Gym / Fitness Center
1286,Washington Avenue Coalition / Memorial Park,29.7770697,-95.4354935,Memorial Park Field #2,29.774506054994102,-95.43147062880485,Baseball Field
1287,Washington Avenue Coalition / Memorial Park,29.7770697,-95.4354935,Candelari's Pizzeria,29.771280888775586,-95.42245028105404,Pizza Place
1288,Washington Avenue Coalition / Memorial Park,29.7770697,-95.4354935,Railway Heights,29.783016999999997,-95.436114,Food Court
1289,Washington Avenue Coalition / Memorial Park,29.7770697,-95.4354935,Scottish Inn,29.775953,-95.4287,Hotel
1290,Washington Avenue Coalition / Memorial Park,29.7770697,-95.4354935,Memorial Park Field #1,29.771006812759765,-95.4305808484605,Outdoors & Recreation
1291,Washington Avenue Coalition / Memorial Park,29.7770697,-95.4354935,Shell,29.78939344,-95.44303274,Gas Station
1292,Washington Avenue Coalition / Memorial Park,29.7770697,-95.4354935,Anthony's Fast Stop,29.780031225624022,-95.42643699329862,Convenience Store
1293,Washington Avenue Coalition / Memorial Park,29.7770697,-95.4354935,Memorial Park Play Ground,29.770226171264824,-95.42945536843732,Playground
1294,Washington Avenue Coalition / Memorial Park,29.7770697,-95.4354935,Memorial Park Swimming Pool,29.770169355279844,-95.42897320931485,Pool
1295,Washington Avenue Coalition / Memorial Park,29.7770697,-95.4354935,Walker Zanger,29.782391999999998,-95.445201,Furniture / Home Store
1296,Washington Avenue Coalition / Memorial Park,29.7770697,-95.4354935,Cottage Grove Running Club,29.783138246630887,-95.42627856308734,Sports Club
1297,Washington Avenue Coalition / Memorial Park,29.7770697,-95.4354935,Npd Kitchen,29.77720895582445,-95.42289732376517,Bakery
1298,Washington Avenue Coalition / Memorial Park,29.7770697,-95.4354935,Cheval Pool,29.782171837154387,-95.44665050717894,Pool
1299,Washington Avenue Coalition / Memorial Park,29.7770697,-95.4354935,Cheval Tennis Courts,29.781557447406907,-95.44703069454474,Tennis Court
1300,Washington Avenue Coalition / Memorial Park,29.7770697,-95.4354935,4 Four The Park,29.766605759031037,-95.43114359665968,Park
1301,Washington Avenue Coalition / Memorial Park,29.7770697,-95.4354935,Eastern Glades At Memorial Park,29.767143,-95.428503,Park
1302,Washington Avenue Coalition / Memorial Park,29.7770697,-95.4354935,Memorial Park Picnic Area,29.76543858698705,-95.43720115916757,Picnic Area
1303,Washington Avenue Coalition / Memorial Park,29.7770697,-95.4354935,Local Search Group,29.782155,-95.448261,Business Service
1304,Washington Avenue Coalition / Memorial Park,29.7770697,-95.4354935,Dream Theaters,29.78593399999999,-95.4453497,Electronics Store
1305,Washington Avenue Coalition / Memorial Park,29.7770697,-95.4354935,"Tele-Communications, Inc.",29.7854,-95.446658,Electronics Store
1306,Washington Avenue Coalition / Memorial Park,29.7770697,-95.4354935,Iron Oak CrossFit,29.788990107377877,-95.42917911758718,Athletics & Sports
1307,Washington Avenue Coalition / Memorial Park,29.7770697,-95.4354935,Art Skyline Services Inc,29.781018,-95.450826,Print Shop
1308,Washington Avenue Coalition / Memorial Park,29.7770697,-95.4354935,Memorial Park Tackleball Field,29.765514797162943,-95.44480982113718,Stadium
1309,Washington Avenue Coalition / Memorial Park,29.7770697,-95.4354935,Memorial Park Softball Fields,29.764291980270677,-95.44248235910385,Baseball Field
1310,Washington Avenue Coalition / Memorial Park,29.7770697,-95.4354935,Memorial Park Rugby Field,29.765401093071848,-95.44510286780279,Rugby Pitch
1311,Afton Oaks / River Oaks,29.7333549,-95.458372,Casa de Montecristo,29.736479780458986,-95.45831680297852,Smoke Shop
1312,Afton Oaks / River Oaks,29.7333549,-95.458372,Gerald D. Hines Waterwall Park,29.736103829301197,-95.4614172549511,Park
1313,Afton Oaks / River Oaks,29.7333549,-95.458372,Liberty Taco,29.732393864703944,-95.4564665603833,American Restaurant
1314,Afton Oaks / River Oaks,29.7333549,-95.458372,Bayou City Seafood & Pasta,29.732531113112216,-95.45757937814628,Cajun / Creole Restaurant
1315,Afton Oaks / River Oaks,29.7333549,-95.458372,Nordstrom,29.735874522408228,-95.46420291361547,Women's Store
1316,Afton Oaks / River Oaks,29.7333549,-95.458372,The Galleria,29.7368358,-95.4636925,Shopping Mall
1317,Afton Oaks / River Oaks,29.7333549,-95.458372,H.S. Green,29.73247446916538,-95.46402630980873,Restaurant
1318,Afton Oaks / River Oaks,29.7333549,-95.458372,Nordstrom Ebar,29.735797379763195,-95.46441882848745,Coffee Shop
1319,Afton Oaks / River Oaks,29.7333549,-95.458372,H&M,29.7371945,-95.4643967,Clothing Store
1320,Afton Oaks / River Oaks,29.7333549,-95.458372,Visible Changes (inside Galleria 1),29.739424963570407,-95.46221845899962,Health & Beauty Service
1321,Afton Oaks / River Oaks,29.7333549,-95.458372,Gucci,29.738981,-95.463158,Women's Store
1322,Afton Oaks / River Oaks,29.7333549,-95.458372,Neiman Marcus,29.7393495326864,-95.46133454686061,Department Store
1323,Afton Oaks / River Oaks,29.7333549,-95.458372,Victoria's Secret,29.739116179119247,-95.46332716941833,Lingerie Store
1324,Afton Oaks / River Oaks,29.7333549,-95.458372,Nordstrom Houston Galleria,29.735917705459496,-95.46420326175895,Clothing Store
1325,Afton Oaks / River Oaks,29.7333549,-95.458372,adidas Sport Performance,29.7367822,-95.4638973,Sporting Goods Shop
1326,Afton Oaks / River Oaks,29.7333549,-95.458372,"Spec's Wines, Spirits & Finer Foods",29.732484758031248,-95.46428225016463,Liquor Store
1327,Afton Oaks / River Oaks,29.7333549,-95.458372,Tiffany & Co.,29.7395729,-95.4617685,Jewelry Store
1328,Afton Oaks / River Oaks,29.7333549,-95.458372,Shake Shack,29.739669660759766,-95.46268317752819,Burger Joint
1329,Afton Oaks / River Oaks,29.7333549,-95.458372,SEPHORA,29.739045,-95.463668,Cosmetics Shop
1330,Afton Oaks / River Oaks,29.7333549,-95.458372,Chanel Boutique,29.73903325318694,-95.46184434295691,Boutique
1331,Afton Oaks / River Oaks,29.7333549,-95.458372,Bazille,29.735852609337627,-95.46434202602168,New American Restaurant
1332,Afton Oaks / River Oaks,29.7333549,-95.458372,The Cheesecake Factory,29.739925539735868,-95.46262256047223,American Restaurant
1333,Afton Oaks / River Oaks,29.7333549,-95.458372,Starbucks,29.739190705282642,-95.46205043792725,Coffee Shop
1334,Afton Oaks / River Oaks,29.7333549,-95.458372,Del Frisco's Double Eagle Steak House,29.7401119,-95.4637302,Steakhouse
1335,Afton Oaks / River Oaks,29.7333549,-95.458372,Apple Houston Galleria,29.7388402,-95.464699,Electronics Store
1336,Afton Oaks / River Oaks,29.7333549,-95.458372,Godiva Chocolatier,29.7368479,-95.4637489,Chocolate Shop
1337,Afton Oaks / River Oaks,29.7333549,-95.458372,lululemon athletica,29.737651,-95.464042,Clothing Store
1338,Afton Oaks / River Oaks,29.7333549,-95.458372,Banana Republic,29.737804,-95.464051,Clothing Store
1339,Afton Oaks / River Oaks,29.7333549,-95.458372,Macy's,29.737703,-95.4644579,Department Store
1340,Afton Oaks / River Oaks,29.7333549,-95.458372,Ulta Beauty,29.7326141,-95.4649689,Cosmetics Shop
1341,Afton Oaks / River Oaks,29.7333549,-95.458372,Peli Peli,29.739755437455607,-95.4641389723599,African Restaurant
1342,Afton Oaks / River Oaks,29.7333549,-95.458372,The Container Store,29.741415225598274,-95.46005247032731,Furniture / Home Store
1343,Afton Oaks / River Oaks,29.7333549,-95.458372,Saks Fifth Avenue,29.73904078196484,-95.4663778934939,Department Store
1344,Afton Oaks / River Oaks,29.7333549,-95.458372,Creamistry,29.741667805590424,-95.46286028513232,Ice Cream Shop
1345,Afton Oaks / River Oaks,29.7333549,-95.458372,Nielsen's Delicatessen,29.732625,-95.450886,Deli / Bodega
1346,Afton Oaks / River Oaks,29.7333549,-95.458372,Grotto Ristorante,29.740495,-95.456781,Italian Restaurant
1347,Afton Oaks / River Oaks,29.7333549,-95.458372,Louis Vuitton,29.7394814,-95.4634385,Boutique
1348,Afton Oaks / River Oaks,29.7333549,-95.458372,Danny Jackson Bark Park,29.72629685513843,-95.45583844184875,Dog Run
1349,Afton Oaks / River Oaks,29.7333549,-95.458372,Blanco Tacos + Tequila,29.740006186482475,-95.46545753889224,Taco Place
1350,Afton Oaks / River Oaks,29.7333549,-95.458372,Armani Exchange,29.73783870797411,-95.46429425490929,Men's Store
1351,Afton Oaks / River Oaks,29.7333549,-95.458372,Hyatt Regency Houston/Galleria,29.738496998494913,-95.46689005459724,Hotel
1352,Afton Oaks / River Oaks,29.7333549,-95.458372,Whole Earth Provision Company,29.741901469186985,-95.46030769614242,Clothing Store
1353,Afton Oaks / River Oaks,29.7333549,-95.458372,Galleria Nails,29.74140582957134,-95.46195227139764,Nail Salon
1354,Afton Oaks / River Oaks,29.7333549,-95.458372,Nothing Bundt Cakes,29.741499436504853,-95.46181158301161,Bakery
1355,Afton Oaks / River Oaks,29.7333549,-95.458372,Grand Lux Cafe,29.741350269818714,-95.4627661394815,American Restaurant
1356,Afton Oaks / River Oaks,29.7333549,-95.458372,Morton's The Steakhouse,29.741795754601107,-95.46179082255549,Steakhouse
1357,Afton Oaks / River Oaks,29.7333549,-95.458372,Disney store,29.739517,-95.463582,Toy / Game Store
1358,Afton Oaks / River Oaks,29.7333549,-95.458372,Steak 48,29.74146,-95.45262,Steakhouse
1359,Afton Oaks / River Oaks,29.7333549,-95.458372,European Wax Center,29.74160341448874,-95.46230681790078,Health & Beauty Service
1360,Afton Oaks / River Oaks,29.7333549,-95.458372,The Oceanaire,29.7402109,-95.463729,Seafood Restaurant
1361,Afton Oaks / River Oaks,29.7333549,-95.458372,iPic Theaters,29.742455205036666,-95.45357235885365,Movie Theater
1362,Afton Oaks / River Oaks,29.7333549,-95.458372,Le Colonial,29.74186240759665,-95.45318212274454,French Restaurant
1363,Afton Oaks / River Oaks,29.7333549,-95.458372,"Snooze, an A.M. Eatery",29.741966818372823,-95.46196457153916,Breakfast Spot
1364,Afton Oaks / River Oaks,29.7333549,-95.458372,River Oaks District,29.74278708403033,-95.453509579883,Shopping Mall
1365,Afton Oaks / River Oaks,29.7333549,-95.458372,DSW Designer Shoe Warehouse,29.742251,-95.459947,Shoe Store
1366,Afton Oaks / River Oaks,29.7333549,-95.458372,Equinox River Oaks,29.74168,-95.452718,Gym
1367,Afton Oaks / River Oaks,29.7333549,-95.458372,Moxies,29.74271007262902,-95.4613506631582,Restaurant
1368,Afton Oaks / River Oaks,29.7333549,-95.458372,Le Peep,29.741346223182695,-95.45575374197763,Breakfast Spot
1369,Afton Oaks / River Oaks,29.7333549,-95.458372,51fifteen Restaurant and Lounge,29.73974723033242,-95.46562668855752,American Restaurant
1370,Afton Oaks / River Oaks,29.7333549,-95.458372,Seasons 52,29.741548153618197,-95.45213211702557,New American Restaurant
1371,Afton Oaks / River Oaks,29.7333549,-95.458372,Chipotle Mexican Grill,29.732010929108483,-95.46632791932888,Mexican Restaurant
1372,Afton Oaks / River Oaks,29.7333549,-95.458372,Zumiez,29.73934136595727,-95.46441137714234,Clothing Store
1373,Afton Oaks / River Oaks,29.7333549,-95.458372,Nobu,29.739441161687708,-95.46550563435859,Japanese Restaurant
1374,Afton Oaks / River Oaks,29.7333549,-95.458372,Westin Oaks Houston at The Galleria,29.740011583114004,-95.46226351532503,Hotel
1375,Afton Oaks / River Oaks,29.7333549,-95.458372,Kenny & Ziggy's Deli,29.743296458696484,-95.46050202629347,Deli / Bodega
1376,Afton Oaks / River Oaks,29.7333549,-95.458372,Amorino,29.743415725882343,-95.45336257592207,Ice Cream Shop
1377,Afton Oaks / River Oaks,29.7333549,-95.458372,T.J. Maxx,29.732787,-95.465657,Department Store
1378,Afton Oaks / River Oaks,29.7333549,-95.458372,Caracol,29.743390583193126,-95.46254518865494,Mexican Restaurant
1379,Afton Oaks / River Oaks,29.7333549,-95.458372,Starbucks,29.741165115729984,-95.46058961779109,Coffee Shop
1380,Afton Oaks / River Oaks,29.7333549,-95.458372,Dillard's,29.73953538806795,-95.45979738235474,Department Store
1381,Afton Oaks / River Oaks,29.7333549,-95.458372,The Westin Galleria Houston,29.7383844,-95.4646525,Hotel
1382,Afton Oaks / River Oaks,29.7333549,-95.458372,Hopdoddy Burger Bar,29.7434256,-95.4536787,Burger Joint
1383,Afton Oaks / River Oaks,29.7333549,-95.458372,LA Bar,29.732819853920486,-95.4488144675437,Cajun / Creole Restaurant
1384,Afton Oaks / River Oaks,29.7333549,-95.458372,Sage 400 Japanese Cuisine,29.737758626190804,-95.46758117761921,Sushi Restaurant
1385,Afton Oaks / River Oaks,29.7333549,-95.458372,Ragin Cajun,29.73284223310489,-95.44883165830181,Cajun / Creole Restaurant
1386,Afton Oaks / River Oaks,29.7333549,-95.458372,Nordstrom Rack,29.742129786691578,-95.4631769657135,Department Store
1387,Afton Oaks / River Oaks,29.7333549,-95.458372,JW Marriott Executive Lounge,29.74095565013891,-95.46640808874663,Hotel Bar
1388,Afton Oaks / River Oaks,29.7333549,-95.458372,JW Marriott Houston,29.7410182,-95.4664611,Hotel
1389,Afton Oaks / River Oaks,29.7333549,-95.458372,Bubba's Texas Burger Shack,29.72593632943297,-95.46686550281284,Burger Joint
1390,Afton Oaks / River Oaks,29.7333549,-95.458372,The Capital Grille,29.739195331350157,-95.46977931279294,American Restaurant
1391,Afton Oaks / River Oaks,29.7333549,-95.458372,GameStop,29.73931646805778,-95.46438932418823,Video Game Store
1392,Afton Oaks / River Oaks,29.7333549,-95.458372,Eloise Nichols Grill & Liquors,29.742317120314993,-95.4503381693547,Comfort Food Restaurant
1393,Afton Oaks / River Oaks,29.7333549,-95.458372,Earthcraft Juicery,29.742586,-95.450582,Juice Bar
1394,Afton Oaks / River Oaks,29.7333549,-95.458372,Chipotle Mexican Grill,29.739347226058978,-95.46249714413472,Mexican Restaurant
1395,Afton Oaks / River Oaks,29.7333549,-95.458372,Hyatt House Houston/Galleria,29.729121408436775,-95.46746000647715,Hotel
1396,Afton Oaks / River Oaks,29.7333549,-95.458372,Truluck's,29.739954433875912,-95.46986153105381,Seafood Restaurant
1397,Afton Oaks / River Oaks,29.7333549,-95.458372,Life Time Tennis and Athletic Galleria,29.73925371149228,-95.46273606103017,Tennis Court
1398,Afton Oaks / River Oaks,29.7333549,-95.458372,Topshop,29.73949767541862,-95.46457953413177,Women's Store
1399,Afton Oaks / River Oaks,29.7333549,-95.458372,Royal Sonesta Hotel Houston,29.743967817525398,-95.45839778519833,Hotel
1400,Afton Oaks / River Oaks,29.7333549,-95.458372,la Madeleine French Bakery & Café Houston Galleria,29.739453,-95.462798,French Restaurant
1401,Afton Oaks / River Oaks,29.7333549,-95.458372,Fig & Olive,29.7396815,-95.4656491,Food Service
1402,Afton Oaks / River Oaks,29.7333549,-95.458372,PetSmart,29.7238636,-95.4590682,Pet Store
1403,Afton Oaks / River Oaks,29.7333549,-95.458372,Pinkberry,29.73746,-95.464226,Frozen Yogurt Shop
1404,Afton Oaks / River Oaks,29.7333549,-95.458372,Walgreens,29.7409721,-95.4677254,Pharmacy
1405,Afton Oaks / River Oaks,29.7333549,-95.458372,Hyatt Place Houston/Galleria,29.73813697098583,-95.46818488718405,Hotel
1406,Afton Oaks / River Oaks,29.7333549,-95.458372,Zara,29.739190136802872,-95.46363163205233,Clothing Store
1407,Afton Oaks / River Oaks,29.7333549,-95.458372,Madewell,29.737762,-95.464511,Women's Store
1408,Afton Oaks / River Oaks,29.7333549,-95.458372,Dimassi's Mediterranean Buffet,29.732088678258453,-95.4658954086732,Food Truck
1409,Afton Oaks / River Oaks,29.7333549,-95.458372,Toulouse Café and Bar,29.741911,-95.453213,French Restaurant
